"author","year","title","exposure","outcome","outcome_info","outcome_group","MR_design","MR_method","effect_estimate","estimate"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","1.41"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","1.81"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","current, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","1.14"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.88"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.62"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","current, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.75"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.74"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","1.43"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","0"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-1.4x10-3"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-4.7x10-3"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.16"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.15"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.16"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.08"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.22"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.27"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.22"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.15"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.9"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.98"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.9"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.95"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","1.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.98"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","1.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","1.06"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.84"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","1.43"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.84"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.73"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.92"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","1.39"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.92"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.75"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-1.5x10-3"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","BMI","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-1.4x10-3"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","smoking","status","respiratory","One-sample","Wald ratio","OR","1.32"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","smoking","status","respiratory","One-sample","Wald ratio","OR","1.37"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","BMI","smoking","status","respiratory","One-sample","Wald ratio","OR","1.26"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","experimental vs never","respiratory","One-sample","Not discussed","OR","0.9"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","late-onset vs never","respiratory","One-sample","Not discussed","OR","0.94"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","early onset vs never","respiratory","One-sample","Not discussed","OR","1"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","experimental vs never","respiratory","One-sample","Not discussed","OR","1.09"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","late-onset vs never","respiratory","One-sample","Not discussed","OR","0.96"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","early onset vs never","respiratory","One-sample","Not discussed","OR","1.21"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","experimental vs never","respiratory","One-sample","Not discussed","OR","1.02"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","late-onset vs never","respiratory","One-sample","Not discussed","OR","0.95"
"Howe",2017,"Body mass index, body dissatisfaction and adolescent smoking initiation","BMI","smoking","early onset vs never","respiratory","One-sample","Not discussed","OR","1.14"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","ever vs never","respiratory","Two-sample summary-level","Inverse variance weighted","OR","1.14"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","ever vs never","respiratory","Two-sample summary-level","Inverse variance weighted","OR","1.21"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","ever vs never","respiratory","Two-sample summary-level","Inverse variance weighted","OR","1.21"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","former vs current","respiratory","Two-sample summary-level","Inverse variance weighted","OR","0.97"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","former vs current","respiratory","Two-sample summary-level","Inverse variance weighted","OR","0.94"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","former vs current","respiratory","Two-sample summary-level","Inverse variance weighted","OR","0.95"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","cigarettes per day","respiratory","Two-sample summary-level","Inverse variance weighted","Beta","1.72"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","cigarettes per day","respiratory","Two-sample summary-level","Inverse variance weighted","Beta","1.34"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","cigarettes per day","respiratory","Two-sample summary-level","Inverse variance weighted","Beta","1.39"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","age at initiation","respiratory","Two-sample summary-level","Inverse variance weighted","Beta","-0.01"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","age at initiation","respiratory","Two-sample summary-level","Inverse variance weighted","Beta","-0.01"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","age at initiation","respiratory","Two-sample summary-level","Inverse variance weighted","Beta","-0.009"
"Taylor",2018,"The effect of body mass index on smoking behaviour and nicotine metabolism: a Mendelian randomization study","BMI","smoking","lifetime smoking","respiratory","Two-sample summary-level","Inverse variance weighted","Beta","0.12"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","current","respiratory","One-sample","Logistic regression model","OR","1.53"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.23"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Likelihood based method","OR","1.1"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.78"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","cessation","respiratory","One-sample","Likelihood based method","OR","0.98"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","current, cigarettes per day","respiratory","One-sample",NA,"OR","1.33"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample",NA,"OR","0.35"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","1.46"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample",NA,"OR","-7.00E-03"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","2.30E-02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","current","respiratory","One-sample","Likelihood based method","OR","1.46"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Likelihood based method","OR","1.24"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever vs never","respiratory","One-sample","Likelihood based method","OR","1.05"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","cessation","respiratory","One-sample","Likelihood based method","OR","0.81"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Likelihood based method","OR","1.06"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","current, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.85"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.03"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.82"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","0.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.25"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.26"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.21"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.2"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.61"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.64"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.96"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","1"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.37"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","-4x10-4"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.32"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.05"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","1.0x10-3"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","body fat percentage","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","4.1x10-3"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","current","respiratory","One-sample","Logistic regression model","OR","1.33"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.24"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever","respiratory","One-sample","Likelihood based method","OR","1.32"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.93"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","cessation","respiratory","One-sample","Likelihood based method","OR","0.98"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","current, cigarettes per day","respiratory","One-sample",NA,"OR","0.83"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample",NA,"OR","1.09"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","1.54"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample",NA,"OR","-1.30E-02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-0.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","current","respiratory","One-sample","Likelihood based method","OR","1.22"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever","respiratory","One-sample","Likelihood based method","OR","1.22"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever vs never","respiratory","One-sample","Likelihood based method","OR","1.34"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","cessation","respiratory","One-sample","Likelihood based method","OR","1.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","former vs current","respiratory","One-sample","Likelihood based method","OR","1.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","current, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","0.55"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","1.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample","Likelihood based method","OR","2.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample","Likelihood based method","OR","-0.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.23"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.19"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.25"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever","respiratory","One-sample","Logistic regression model","OR","1.24"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.9"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","1"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","0.95"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","cessation","respiratory","One-sample","Logistic regression model","OR","1.04"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.85"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","0.64"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","1.32"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","ever, cigarettes per day","respiratory","One-sample","Logistic regression model","OR","1.35"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.01"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.02"
"Carreras-Torres",2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank","WC","smoking","age of initiation","respiratory","One-sample","Logistic regression model","OR","-0.02"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHR","smoking","status","respiratory","One-sample","Wald ratio","OR","1.23"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHR","smoking","status","respiratory","One-sample","Wald ratio","OR","1.47"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHR","smoking","status","respiratory","One-sample","Wald ratio","OR","1.12"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHRadjBMI","smoking","status","respiratory","One-sample","Wald ratio","OR","1.03"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHRadjBMI","smoking","status","respiratory","One-sample","Wald ratio","OR","1.1"
"Censin",2019,"Causal relationships between obesity and the leading causes of death in women and men
","WHRadjBMI","smoking","status","respiratory","One-sample","Wald ratio","OR","1"
"Bockerman",2018,"The effect of weight on labor market outcomes: An application of genetic instrumental variables","BMI","social income","social income","social","One-sample","Two-stage-least-squares","Mean value for the dependet variable","1.90E-02"
"Laura D Howe",2019,"Effects of body mass index on relationship status, social contact and socio-economic position: Mendelian randomization and within-sibling study in UK Biobank","BMI","socioeconomic status","Townsend deprivation index","social","One-sample","Two-stage-least-squares regression","OR","0.09"
"Laura D Howe",2019,"Effects of body mass index on relationship status, social contact and socio-economic position: Mendelian randomization and within-sibling study in UK Biobank","BMI","socioeconomic status","Townsend deprivation index","social","One-sample","Two-stage-least-squares regression","OR","0.07"
"Laura D Howe",2019,"Effects of body mass index on relationship status, social contact and socio-economic position: Mendelian randomization and within-sibling study in UK Biobank","BMI","socioeconomic status","Townsend deprivation index","social","One-sample","Two-stage-least-squares regression","OR","0.11"
"Tyrrell",2016,"Height, body mass index, and socioeconomic status: mendelian randomisation study in UK Biobank","BMI","socioeconomic status","Townsend deprivation index","social","One-sample","Two-stage-least-squares","Beta","0.05"
"Tyrrell",2016,"Height, body mass index, and socioeconomic status: mendelian randomisation study in UK Biobank","BMI","socioeconomic status","Townsend deprivation index","social","One-sample","Two-stage-least-squares","Beta","-0.01"
"Tyrrell",2016,"Height, body mass index, and socioeconomic status: mendelian randomisation study in UK Biobank","BMI","socioeconomic status","Townsend deprivation index","social","One-sample","Two-stage-least-squares","Beta","0.1"
"Wurtz",2014,"Metabolic Signatures of Adiposity in Young Adults: Mendelian Randomization Analysis and Effects of Weight Change","BMI","sphingomyelin","sphingomyelin","metabolic","One-sample","Two-stage-least-squares","Beta","0.00402"
"Gharahkhani",2019,"Effect of increased body mass index on risk of diagnosis or death from cancer","BMI","stomach and esophageal cancer","Stomach and esophageal (C15/16)","cancer","One-sample","Inverse variance weighted (fixed effects)","OR","1.6"
